ID,Wind speed in km/h,Waterfowl population,Wave Action,Turbidity of water (NTUs)
5025,5,6,Low,NA
5026,5,NA,Low,NA
5027,5,20,Low,NA
5028,5,11,Low,NA
5029,5,41,Low,NA
5030,5,10,Low,NA
5031,5,24,Low,NA
5032,5,35,Low,NA
5033,18,NA,Moderate,6.95
5034,18,14,Moderate,6.95
5035,18,6,Moderate,NA
5036,18,6,Moderate,NA
5037,18,55,Moderate,NA
5038,18,34,Moderate,NA
5039,18,40,Moderate,NA
5040,18,3,High,NA
5041,18,19,High,NA
5042,18,15,High,NA
5043,15,41,Low,NA
5044,15,26,Low,NA
5045,15,20,Low,NA
5046,15,5,Low,NA
5047,15,52,Low,NA
5048,15,17,Low,NA
5049,15,61,Low,NA
5050,15,7,Low,NA
5051,15,31,Low,NA
5052,15,NA,Low,NA
5053,30,9,Low,3.01
5054,30,37,Low,1.84
5055,30,8,Moderate,NA
5056,30,21,Moderate,NA
5057,30,32,Moderate,NA
5058,30,41,Moderate,NA
5059,30,18,Moderate,NA
5060,30,27,Low,NA
5061,30,51,Low,NA
5062,30,20,Moderate,NA
5063,21,24,Low,3.21
5064,21,56,Low,5.46
5065,21,14,Low,NA
5066,21,16,Low,NA
5067,21,3,Low,NA
5068,21,6,Moderate,NA
5069,12,21,Moderate,NA
5070,12,3,Moderate,NA
5071,12,41,Moderate,NA
5072,12,NA,High,NA
5073,17,6,Low,5.89
5074,17,6,Low,8.96
5075,17,25,Low,NA
5076,17,8,Low,NA
5077,17,44,Low,NA
5078,17,17,Low,NA
5079,17,21,Low,NA
5080,17,5,Low,NA
5081,17,6,Low,NA
5082,17,100,Low,NA
5083,8,3,Low,4.19
5084,8,26,Low,3.95
5085,8,41,Low,NA
5086,8,25,Low,NA
5087,8,19,Low,NA
5088,8,7,Low,NA
5089,8,NA,Low,NA
5090,13,3,Low,3.28
5091,13,21,Low,6.21
5092,13,NA,Low,NA
5093,13,2,Low,NA
5094,13,25,Low,NA
5095,13,6,Low,NA
5096,13,32,Low,NA
5097,13,31,Low,NA
5098,13,3,Low,NA
5099,13,20,Low,NA
5100,15,3,Low,4.28
5101,15,56,Low,2.13
5102,15,18,Low,NA
5103,15,12,Low,NA
5104,15,14,Low,NA
5105,15,32,Low,NA
5106,15,8,Low,NA
5107,15,10,Low,NA
5108,15,3,Low,NA
5109,15,5,Low,NA
5110,9,6,Low,2.3
5111,9,12,Low,1.92
5112,9,23,Low,NA
5113,9,14,Low,NA
5114,9,44,Low,NA
5115,9,3,Low,NA
5116,9,8,Low,NA
5117,9,10,Low,NA
5118,9,NA,Low,NA
5119,9,3,Low,NA
5120,8,31,Low,NA
5121,8,34,Low,NA
5122,8,16,Low,NA
5123,8,4,Low,NA
5124,8,32,Low,NA
5125,8,21,Low,NA
5126,8,21,Low,NA
5127,8,8,Moderate,NA
5128,8,12,Moderate,NA
5129,8,7,Moderate,NA
5130,9,1,Low,4.4
5131,9,3,Low,6.63
5132,9,4,None,NA
5133,9,5,None,NA
5134,9,33,None,NA
5135,9,76,None,NA
5136,9,55,None,NA
5137,9,3,None,NA
5138,9,17,None,NA
5139,9,15,Low,NA
5140,5,3,Low,1.22
5141,5,4,Low,1.5
5142,5,8,Low,NA
5143,5,3,Low,NA
5144,5,50,Low,NA
5145,5,55,Low,NA
5146,10,50,Low,NA
5147,10,NA,Low,NA
5148,10,10,Low,NA
5149,10,80,Low,NA
5150,3,2,Low,1.84
5151,3,12,Low,1.06
5152,3,24,None,NA
5153,3,NA,None,NA
5154,3,126,None,NA
5155,3,13,None,NA
5156,5,56,None,NA
5157,5,5,Low,NA
5158,5,21,Low,NA
5159,5,58,Low,NA
5160,NA,10,Low,12.8
5161,NA,21,Low,12.1
5162,NA,6,Low,NA
5163,NA,NA,Low,NA
5164,NA,61,Low,NA
5165,NA,18,Low,NA
5166,7,88,Low,NA
5167,7,NA,None,NA
5168,7,NA,None,NA
5169,7,NA,None,NA
5170,9,11,Low,3.65
5171,9,11,Low,5.23
5172,9,29,Low,NA
5173,9,21,Low,NA
5174,9,227,Low,NA
5175,9,NA,Low,NA
5176,9,NA,Low,NA
5177,9,NA,Low,NA
5178,9,NA,Low,NA
5179,9,NA,Low,NA
5180,7,NA,None,NA
5181,7,NA,Low,5.26
5182,7,12,Low,NA
5183,7,NA,Low,NA
5184,7,NA,Low,NA
5185,7,24,Low,NA
5186,7,28,Low,NA
5187,7,NA,Low,NA
5188,7,2,Low,NA
5189,7,4,Low,NA
5190,25,19,High,6.89
5191,25,11,Moderate,4.55
5192,25,19,Low,NA
5193,25,2,Moderate,NA
5194,25,40,Moderate,NA
5195,25,45,Low,NA
5196,NA,45,Low,NA
5197,NA,NA,Moderate,NA
5198,NA,NA,Moderate,NA
5199,NA,9,Moderate,NA
5200,NA,11,Low,2.89
5201,NA,39,Low,1.27
5202,NA,36,Low,NA
5203,NA,11,Low,NA
5204,NA,18,Low,NA
5205,NA,2,Low,NA
5206,NA,22,Low,NA
5207,NA,7,Low,NA
5208,NA,24,Low,NA
5209,NA,18,Low,NA
5210,4,14,Low,1.19
5211,4,11,Low,1.47
5212,4,25,Low,NA
5213,4,3,Low,NA
5214,4,30,Low,NA
5215,4,NA,Low,NA
5216,4,50,Low,NA
5217,4,7,Low,NA
5218,4,NA,Low,NA
5219,4,NA,Low,NA
5220,11,8,Low,NA
5221,11,21,Low,NA
5222,11,38,High,NA
5223,11,12,High,NA
5224,11,52,Moderate,NA
5225,11,44,Low,NA
5226,11,29,Low,NA
5227,11,NA,Low,NA
5228,11,3,Low,NA
5229,11,12,Moderate,NA
5230,15,12,Low,5.64
5231,15,3,Low,8.52
5232,15,23,Moderate,NA
5233,15,21,Low,NA
5234,15,NA,Low,NA
5235,15,36,Low,NA
5236,15,45,Low,NA
5237,15,4,Moderate,NA
5238,15,54,Low,NA
5239,15,12,Low,NA
5240,9,1,Low,3.35
5241,9,4,None,NA
5242,9,13,None,NA
5243,9,1,Low,NA
5244,9,15,None,NA
5245,9,53,None,NA
5246,9,55,None,NA
5247,9,NA,Moderate,NA
5248,9,NA,Moderate,NA
5249,9,NA,Low,9.05
5250,35,NA,Low,0.69
5251,35,9,Low,0.89
5252,35,NA,Moderate,NA
5253,35,NA,Moderate,NA
5254,35,10,Low,NA
5255,35,39,Moderate,NA
5256,35,12,Low,NA
5257,35,4,Moderate,NA
5258,35,9,Moderate,NA
5259,35,9,Low,NA
5260,35,13,Low,19.4
5261,35,21,Low,16.5
5262,35,39,None,NA
5263,35,1,None,NA
5264,35,23,None,NA
5265,35,7,None,NA
5266,35,47,None,NA
5267,35,3,Low,NA
5268,35,15,Low,NA
5269,35,15,None,NA
5270,10,15,Moderate,7.33
5271,10,NA,Moderate,7.03
5272,10,7,Low,NA
5273,10,NA,Low,NA
5274,10,11,Low,NA
5275,10,21,Low,NA
5276,10,36,Low,NA
5277,10,8,Low,NA
5278,10,37,Low,NA
5279,10,5,Low,NA
5280,8,3,Low,5.15
5281,8,16,Low,1.9
5282,8,2,None,NA
5283,8,3,None,NA
5284,8,34,None,NA
5285,8,4,None,NA
5286,8,51,None,NA
5287,8,NA,Low,NA
5288,8,5,Low,NA
5289,8,37,Low,NA
5290,5,1,High,6.38
5291,5,3,High,12.1
5292,5,12,Low,NA
5293,5,NA,Moderate,NA
5294,5,35,Moderate,NA
5295,5,40,Low,NA
5296,5,32,Low,NA
5297,5,NA,Moderate,NA
5298,5,25,Moderate,NA
5299,5,NA,High,NA
5300,12,NA,Low,3.05
5301,12,10,Low,1.69
5302,12,14,Low,NA
5303,12,NA,Low,NA
5304,12,3,Low,NA
5305,19,NA,Low,5.65
5306,19,NA,Low,5.21
5307,19,NA,Low,NA
5308,19,NA,Low,NA
5309,19,23,Moderate,NA
5310,19,3,Moderate,NA
5311,16,21,Low,NA
5312,16,23,Low,NA
5313,16,2,Low,NA
5314,16,NA,Low,NA
5315,NA,NA,Low,0.6
5316,NA,2,Low,0.77
5317,NA,NA,None,NA
5318,NA,2,None,NA
5319,NA,42,None,NA
5320,NA,36,None,NA
5321,NA,46,None,NA
5322,NA,2,Low,NA
5323,NA,9,Low,NA
5324,NA,30,Low,NA
5325,15,28,Low,0.74
5326,15,2,Moderate,0.75
5327,15,3,Low,NA
5328,15,9,Low,NA
5329,15,4,Low,NA
5330,15,NA,Low,NA
5331,15,22,Low,NA
5332,15,5,Low,NA
5333,15,13,Low,NA
5334,15,7,Low,NA
5335,5,NA,Moderate,3.93
5336,5,3,Low,3.75
5337,5,NA,Moderate,NA
5338,5,NA,Moderate,NA
5339,5,27,Moderate,NA
5340,5,NA,Moderate,NA
5341,22,62,Moderate,NA
5342,22,20,Low,NA
5343,22,5,Low,NA
5344,22,19,Low,NA
5345,12,24,Low,NA
5346,15,14,Low,NA
5347,15,65,Low,NA
5348,15,19,Low,NA
5349,15,65,Low,NA
5350,31,7,Low,1.69
5351,31,39,Low,1.84
5352,31,5,Low,NA
5353,31,5,Low,NA
5354,31,19,Low,NA
5355,31,55,Low,NA
5356,10,50,Low,NA
5357,10,NA,Low,NA
5358,10,21,Low,NA
5359,10,NA,Low,NA
5360,7,10,Low,5.64
5361,7,15,Low,3.28
5362,7,23,Low,NA
5363,7,2,Low,NA
5364,7,93,Low,NA
5365,7,39,Low,NA
5366,7,56,Low,NA
5367,7,NA,Low,NA
5368,7,10,Low,NA
5369,7,NA,Low,NA
5370,11,7,Moderate,1.49
5371,11,14,Moderate,2.45
5372,11,20,Low,NA
5373,11,6,Moderate,NA
5374,11,65,Low,NA
5375,11,39,Low,NA
5376,11,50,Low,NA
5377,11,6,Low,NA
5378,11,NA,Low,NA
5379,11,10,Moderate,NA
5380,NA,19,Low,3.51
5381,NA,8,Low,1.54
5382,NA,22,None,NA
5383,NA,4,Low,NA
5384,NA,131,Low,NA
5385,NA,42,Low,NA
5386,NA,109,Low,NA
5387,NA,NA,Low,NA
5388,NA,NA,Low,NA
5389,NA,19,None,NA
5390,6,NA,Low,2.29
5391,6,21,Low,3.42
5392,6,31,Low,NA
5393,6,10,Low,NA
5394,6,40,Low,NA
5395,6,50,Low,NA
5396,6,65,Low,NA
5397,6,10,Low,NA
5398,6,30,Low,NA
5399,6,NA,Low,NA
5400,15,70,Low,4.39
5401,15,14,Low,1.41
5402,15,31,High,NA
5403,15,10,Low,NA
5404,15,35,Low,NA
5405,15,55,Low,NA
5406,14,25,Low,NA
5407,14,NA,Low,NA
5408,14,NA,Low,NA
5409,14,21,Low,NA
5410,23,NA,Low,5.34
5411,23,NA,Low,6.28
5412,17,22,Low,2.58
5413,17,42,Low,2.34
5414,17,6,Low,NA
5415,17,2,Low,NA
5416,17,11,Low,NA
5417,17,19,Low,NA
5418,17,9,Low,NA
5419,17,18,Low,NA
5420,17,3,Low,NA
5421,17,NA,Moderate,NA
5422,9,3,Low,1.37
5423,9,7,Low,1.3
5424,9,NA,Low,NA
5425,9,NA,Low,NA
5426,9,25,Low,NA
5427,9,12,Low,NA
5428,9,20,Low,NA
5429,9,NA,Low,NA
5430,9,2,Low,NA
5431,9,NA,None,NA
5432,4,42,Low,NA
5433,4,98,Low,NA
5434,4,36,Low,NA
5435,4,11,Low,NA
5436,4,48,Low,NA
5437,4,16,Low,NA
5438,4,29,Low,NA
5439,4,23,None,NA
5440,4,27,None,NA
5441,4,9,Low,NA
5442,18,4,Low,2.1
5443,18,12,Low,1.9
5444,18,30,Low,NA
5445,18,20,Low,NA
5446,18,61,Low,NA
5447,18,34,Low,NA
5448,18,11,Low,NA
5449,18,1,Low,NA
5450,18,NA,Low,NA
5451,18,20,Moderate,NA
5452,9,12,Moderate,8.56
5453,9,14,Moderate,8.97
5454,9,NA,None,NA
5455,9,NA,None,NA
5456,9,NA,None,NA
5457,9,NA,None,NA
5458,9,14,Moderate,NA
5459,9,10,Low,NA
5460,9,NA,Low,NA
5461,9,18,High,NA
5462,15,7,Low,NA
5463,15,3,Low,NA
5464,15,6,Low,NA
5465,15,NA,Low,NA
5466,15,29,Low,NA
5467,15,3,Low,NA
5468,15,47,Low,NA
5469,15,NA,Low,NA
5470,15,11,Low,NA
5471,15,NA,Low,NA
5472,41,NA,High,7.54
5473,41,NA,None,NA
5474,41,6,Moderate,NA
5475,41,NA,High,NA
5476,41,NA,High,NA
5477,41,7,Low,NA
5478,41,63,Low,NA
5479,41,22,High,NA
5480,41,15,High,NA
5481,41,8,High,NA
5482,21,NA,Low,3.12
5483,21,3,Low,1.93
5484,21,4,Low,NA
5485,21,NA,Low,NA
5486,21,5,Low,NA
5487,21,38,Low,NA
5488,23,71,Low,NA
5489,23,18,Low,NA
5490,23,13,Low,NA
5491,23,43,Low,NA
5492,15,3,Moderate,5.26
5493,15,17,Low,9.62
5494,15,12,Low,NA
5495,15,NA,Moderate,NA
5496,15,60,Low,NA
5497,15,18,Low,NA
5498,14,45,Low,NA
5499,14,23,Moderate,NA
5500,14,13,Low,NA
5501,14,28,Moderate,NA
5502,2,13,Low,2.77
5503,2,4,Low,1.16
5504,2,26,Low,NA
5505,2,12,Low,NA
5506,2,8,Low,NA
5507,2,18,Low,NA
5508,3,32,Low,NA
5509,3,NA,Low,NA
5510,3,21,Low,NA
5511,3,NA,Low,NA
5512,23,5,Low,NA
5513,23,NA,Low,NA
5514,23,13,Low,NA
5515,23,24,Low,NA
5516,12,46,Low,NA
5517,12,18,Moderate,NA
5518,12,20,Moderate,NA
5519,12,NA,Moderate,NA
5520,15,NA,Moderate,3.86
5521,15,7,Low,3.19
5522,15,15,Low,NA
5523,15,NA,High,NA
5524,15,30,High,NA
5525,15,40,Low,NA
5526,16,50,Low,NA
5527,16,2,High,NA
5528,16,37,High,NA
5529,28,21,Moderate,2.58
5530,28,1,Moderate,8.56
5531,28,71,Low,NA
5532,28,NA,Low,NA
5533,28,31,Low,NA
5534,28,56,Low,NA
5535,28,29,Low,NA
5536,28,NA,Low,NA
5537,28,4,Low,NA
5538,28,5,Low,NA
5539,18,19,Low,16.52
5540,18,19,Low,19.23
5541,18,68,Low,NA
5542,18,NA,Low,NA
5543,18,263,Low,NA
5544,18,4,Low,NA
5545,18,72,Low,NA
5546,18,2,Low,NA
5547,18,NA,Low,NA
5548,18,NA,Moderate,NA
5549,9,13,Low,2.1
5550,9,7,Low,1.19
5551,9,20,Low,NA
5552,9,40,Low,NA
5553,9,12,Low,NA
5554,9,71,Low,NA
5555,9,17,Low,NA
5556,9,2,Low,NA
5557,9,7,Low,NA
5558,9,15,Low,NA
5559,11,NA,None,NA
5560,11,NA,None,0.93
5561,11,6,None,NA
5562,11,NA,Low,NA
5563,11,NA,None,NA
5564,11,NA,None,NA
5565,11,26,None,NA
5566,11,50,Low,NA
5567,11,5,Low,NA
5568,11,50,Low,NA
5569,22,2,Low,2.85
5570,22,10,Low,4.47
5571,22,NA,Moderate,NA
5572,22,6,Moderate,NA
5573,22,13,Low,NA
5574,22,NA,Moderate,NA
5575,22,33,Moderate,NA
5576,22,1,Low,NA
5577,22,3,Low,NA
5578,22,20,High,NA
5579,NA,NA,Low,3.28
5580,NA,6,Low,1.24
5581,NA,NA,Low,NA
5582,NA,NA,Moderate,NA
5583,NA,21,Moderate,NA
5584,NA,35,Low,NA
5585,24,NA,Low,NA
5586,24,4,Low,NA
5587,24,6,Low,NA
5588,24,NA,Low,NA
5589,12,4,High,3.21
5590,12,12,Moderate,3.68
5591,12,16,Low,NA
5592,12,NA,Low,NA
5593,12,4,Low,NA
5594,12,36,Low,NA
5595,32,21,Low,NA
5596,32,NA,Moderate,NA
5597,32,3,Moderate,NA
5598,32,27,Moderate,NA
5599,8,28,Low,3.92
5600,8,11,Low,3.44
5601,8,23,None,NA
5602,8,NA,None,NA
5603,8,6,None,NA
5604,8,12,None,NA
5605,8,34,None,NA
5606,8,NA,Low,NA
5607,8,NA,Low,NA
5608,8,NA,Low,NA
5609,16,33,High,NA
5610,7,7,Low,8.32
5611,7,13,Low,5.41
5612,7,22,Low,NA
5613,7,3,Low,NA
5614,7,108,Low,NA
5615,7,34,Low,NA
5616,8,96,Low,NA
5617,8,NA,Low,NA
5618,8,7,Low,NA
5619,8,9,Low,NA
5620,8,80,Moderate,NA
5621,8,42,Moderate,NA
5622,8,21,Low,NA
5623,8,6,Low,NA
5624,8,60,Low,NA
5625,8,25,Low,NA
5626,8,47,Low,NA
5627,8,50,Low,NA
5628,8,10,Low,NA
5629,8,7,Low,NA
5630,21,19,Low,6.92
5631,21,6,Low,4.71
5632,21,11,Moderate,NA
5633,21,NA,Moderate,NA
5634,21,60,Moderate,NA
5635,21,18,Moderate,NA
5636,24,36,Moderate,NA
5637,24,11,Moderate,NA
5638,8,3,Low,2.15
5639,8,24,Low,4.82
5640,8,3,Low,NA
5641,8,NA,Low,NA
5642,8,7,Low,NA
5643,8,2,Low,NA
5644,8,14,Low,NA
5645,8,14,Low,NA
5646,8,2,Moderate,NA
5647,8,3,Low,NA
5648,16,12,Low,5.26
5649,16,12,Low,3.25
5650,16,25,Low,NA
5651,16,4,Low,NA
5652,16,41,Low,NA
5653,16,16,Low,NA
5654,16,20,Low,NA
5655,16,4,Low,NA
5656,16,11,Low,NA
5657,16,NA,Low,NA
5658,NA,NA,None,NA
5659,NA,NA,None,NA
5660,NA,NA,None,NA
5661,NA,NA,None,NA
5662,NA,NA,None,NA
5663,NA,NA,None,NA
5664,NA,NA,None,NA
5665,NA,NA,None,NA
5666,NA,NA,None,NA
5667,NA,NA,None,NA
5668,8,2,Low,76.1
5669,8,NA,Low,4.85
5670,8,6,Low,NA
5671,8,5,Low,NA
5672,8,12,Low,NA
5673,8,16,Low,NA
5674,8,27,Low,NA
5675,8,3,Low,NA
5676,8,12,Low,NA
5677,8,10,Low,NA
5678,13,12,Low,3.45
5679,13,5,Low,1.65
5680,13,8,Low,NA
5681,13,1,Low,NA
5682,13,11,Low,NA
5683,13,27,Low,NA
5684,13,31,Low,NA
5685,13,NA,Low,NA
5686,13,NA,Low,NA
5687,13,75,Low,NA
5688,9,16,Low,7.43
5689,9,10,Low,3.37
5690,9,3,Low,NA
5691,9,1,Low,NA
5692,9,NA,Low,NA
5693,9,16,Low,NA
5694,9,24,Low,NA
5695,9,2,None,NA
5696,9,4,None,NA
5697,9,NA,Low,NA
5698,NA,3,Low,3.95
5699,NA,17,Low,1.55
5700,NA,2,None,NA
5701,NA,1,None,NA
5702,NA,78,None,NA
5703,NA,6,None,NA
5704,7,119,None,NA
5705,7,NA,Low,NA
5706,7,NA,Low,NA
5707,7,65,Low,NA
5708,15,4,Moderate,6.32
5709,15,13,Moderate,8.21
5710,15,15,Low,NA
5711,15,10,Low,NA
5712,15,45,Low,NA
5713,15,20,Low,NA
5714,15,40,Low,NA
5715,15,6,Low,NA
5716,15,10,Low,NA
5717,15,NA,Moderate,NA
5718,5,NA,None,NA
5719,5,NA,None,NA
5720,5,17,Low,NA
5721,5,NA,Low,NA
5722,5,12,Low,NA
5723,5,28,Low,NA
5724,5,24,Low,NA
5725,5,13,Low,NA
5726,5,NA,Low,NA
5727,5,7,Low,NA
5728,24,11,Moderate,NA
5729,24,75,Low,NA
5730,11,21,Moderate,14.7
5731,11,13,Low,5.77
5732,11,8,Moderate,NA
5733,11,8,Moderate,NA
5734,11,181,Moderate,NA
5735,11,7,Moderate,NA
5736,11,62,Moderate,NA
5737,11,37,Moderate,NA
5738,11,17,Moderate,NA
5739,11,NA,Moderate,NA
5740,5,NA,Low,9.14
5741,5,14,Low,10.8
5742,5,20,Low,NA
5743,5,5,Low,NA
5744,5,40,Low,NA
5745,5,30,Low,NA
5746,16,45,Low,NA
5747,16,NA,Low,NA
5748,16,7,Low,NA
5749,16,80,Low,NA
5750,NA,4,Low,5.45
5751,NA,NA,Low,18.23
5752,NA,16,Low,NA
5753,NA,12,Low,NA
5754,NA,8,Low,NA
5755,NA,5,Low,NA
5756,NA,26,Low,NA
5757,NA,4,Low,NA
5758,NA,NA,Low,NA
5759,NA,5,Low,NA
5760,4,4,Low,1.3
5761,4,28,Low,1.48
5762,4,30,Low,NA
5763,4,6,Low,NA
5764,4,50,Low,NA
5765,4,4,Low,NA
5766,4,40,Low,NA
5767,4,7,Low,NA
5768,4,NA,Low,NA
5769,4,7,Low,NA
5770,9,33,Low,1.53
5771,9,187,Low,0.9
5772,9,21,Low,NA
5773,9,18,Low,NA
5774,9,38,Low,NA
5775,9,5,Low,NA
5776,9,11,Low,NA
5777,9,14,Low,NA
5778,9,17,Low,NA
5779,9,NA,Moderate,NA
5780,9,NA,Low,2.15
5781,9,NA,Low,5.26
5782,9,31,Moderate,NA
5783,9,3,Moderate,NA
5784,9,71,Low,NA
5785,9,52,Low,NA
5786,9,11,Low,NA
5787,9,7,Low,NA
5788,9,10,Low,NA
5789,9,8,High,NA
5790,NA,NA,Low,0.03
5791,NA,10,Low,0.02
5792,NA,4,Low,NA
5793,NA,NA,Low,NA
5794,NA,39,Low,NA
5795,NA,5,Low,NA
5796,NA,46,Low,NA
5797,NA,2,Low,NA
5798,NA,5,Low,NA
5799,NA,NA,Low,NA
5800,20,NA,Low,1.26
5801,20,NA,Moderate,1.72
5802,20,3,Low,NA
5803,20,1,Low,NA
5804,20,48,Moderate,NA
5805,20,32,Low,NA
5806,11,16,Moderate,NA
5807,11,27,Moderate,NA
5808,11,11,Moderate,NA
5809,11,5,Moderate,NA
5810,22,11,Low,21.2
5811,22,6,Low,13.27
5812,22,12,Moderate,NA
5813,22,NA,Moderate,NA
5814,22,18,Low,NA
5815,22,28,Low,NA
5816,22,35,Low,NA
5817,22,1,Low,NA
5818,22,2,Low,NA
5819,22,25,Moderate,NA
5820,7,5,Moderate,14.7
5821,7,10,Low,2.04
5822,7,5,Low,NA
5823,7,NA,Low,NA
5824,7,22,Low,NA
5825,7,36,Low,NA
5826,17,18,Low,NA
5827,17,10,Moderate,NA
5828,17,NA,Moderate,NA
5829,17,45,Low,NA
5830,5,12,Low,7.4
5831,5,8,Low,1.22
5832,5,5,Low,NA
5833,5,NA,Low,NA
5834,5,9,Low,NA
5835,5,31,Low,NA
5836,5,45,Low,NA
5837,5,NA,Low,NA
5838,5,5,Low,NA
5839,5,NA,Low,NA
5840,7,NA,Low,4.39
5841,7,11,Low,1
5842,7,38,None,NA
5843,7,NA,Low,NA
5844,7,51,Low,NA
5845,7,117,None,NA
5846,7,117,None,NA
5847,7,3,Moderate,NA
5848,7,15,Moderate,NA
5849,7,19,Moderate,NA
5850,18,9,Low,12.28
5851,18,12,Low,6.54
5852,18,71,Low,NA
5853,18,5,Low,NA
5854,18,153,Low,NA
5855,18,120,Low,NA
5856,18,120,Low,NA
5857,18,3,Low,NA
5858,18,15,Low,NA
5859,18,NA,Low,NA
5860,9,24,Low,1.59
5861,9,17,Low,1.18
5862,9,56,Low,NA
5863,9,38,Low,NA
5864,9,149,Low,NA
5865,9,24,Low,NA
5866,9,32,Low,NA
5867,9,11,Low,NA
5868,9,NA,Low,NA
5869,9,NA,Low,NA
5870,16,39,Low,3.85
5871,16,39,Low,5.62
5872,16,5,Low,NA
5873,16,6,Low,NA
5874,16,21,Moderate,NA
5875,16,15,Low,NA
5876,17,22,Low,NA
5877,17,12,Low,NA
5878,17,9,Low,NA
5879,17,2,Low,NA
5880,9,NA,Moderate,6.81
5881,9,7,Low,3.24
5882,9,107,Moderate,NA
5883,9,32,Moderate,NA
5884,9,12,Moderate,NA
5885,9,16,Moderate,NA
5886,9,46,Low,NA
5887,9,NA,Low,NA
5888,9,50,Low,NA
5889,9,NA,Moderate,NA
5890,4,NA,Low,1.09
5891,4,16,Low,5.49
5892,4,30,Low,NA
5893,4,5,Low,NA
5894,4,50,Low,NA
5895,4,20,Low,NA
5896,4,35,Low,NA
5897,4,22,Low,NA
5898,4,17,Low,NA
5899,4,8,Low,NA
5900,29,12,Low,2.27
5901,29,28,Low,2.76
5902,29,NA,Low,NA
5903,29,2,Low,NA
5904,29,133,Low,NA
5905,29,2,Low,NA
5906,28,43,Low,NA
5907,28,NA,Low,NA
5908,28,13,Low,NA
5909,28,NA,Low,NA
5910,5,56,Moderate,3.12
5911,5,19,Low,2.03
5912,5,2,None,NA
5913,5,1,None,NA
5914,5,88,None,NA
5915,5,5,None,NA
5916,9,42,None,NA
5917,9,5,Low,NA
5918,9,10,Low,NA
5919,9,NA,Low,NA
5920,18,10,Low,2.84
5921,18,33,Low,1.2
5922,18,NA,Low,NA
5923,18,15,Low,NA
5924,18,28,Low,NA
5925,18,13,Low,NA
5926,NA,NA,None,NA
5927,NA,NA,None,NA
5928,NA,NA,None,NA
5929,NA,NA,None,NA
5930,4,3,Low,11.3
5931,4,9,Low,5.53
5932,4,4,Low,NA
5933,4,8,Low,NA
5934,4,24,Low,NA
5935,4,16,Low,NA
5936,7,NA,Low,NA
5937,7,NA,Low,NA
5938,7,210,Low,NA
5939,7,30,Low,NA
5940,15,NA,Moderate,6.6
5941,15,7,Low,1.29
5942,15,25,Low,NA
5943,15,5,Low,NA
5944,15,45,Low,NA
5945,15,30,Low,NA
5946,NA,60,Low,NA
5947,NA,10,Moderate,NA
5948,NA,7,Moderate,NA
5949,NA,NA,Moderate,NA
5950,12,5,None,1.12
5951,12,32,None,1.03
5952,12,5,Low,NA
5953,12,NA,Low,NA
5954,12,59,Low,NA
5955,12,8,Low,NA
5956,12,8,Low,NA
5957,12,4,Low,NA
5958,12,30,Low,NA
5959,12,NA,Low,NA
5960,NA,90,Moderate,2.21
5961,NA,180,Moderate,3.84
5962,NA,12,Low,NA
5963,NA,17,Low,NA
5964,NA,42,Low,NA
5965,NA,33,Low,NA
5966,NA,28,Low,NA
5967,NA,3,Moderate,NA
5968,NA,23,Moderate,NA
5969,NA,NA,Low,NA
5970,25,NA,Moderate,1.82
5971,25,13,Low,1.25
5972,25,20,Low,NA
5973,25,10,Moderate,NA
5974,25,55,Moderate,NA
5975,25,20,Low,NA
5976,5,45,Low,NA
5977,5,100,Moderate,NA
5978,5,38,Moderate,NA
5979,5,7,Moderate,NA
5980,8,55,High,3.42
5981,8,19,Low,1
5982,8,17,Low,NA
5983,8,58,Low,NA
5984,8,12,Low,NA
5985,8,12,Low,NA
5986,17,36,Low,NA
5987,17,NA,Low,NA
5988,17,13,Low,NA
5989,17,NA,Moderate,NA
5990,12,41,Low,1.18
5991,12,77,Low,3.92
5992,12,5,None,NA
5993,12,150,None,NA
5994,12,NA,None,NA
5995,12,62,None,NA
5996,12,62,None,NA
5997,12,NA,Low,NA
5998,12,25,Low,NA
5999,12,NA,Low,NA
6000,10,28,Low,3.89
6001,10,NA,Low,1.13
6002,10,30,Low,NA
6003,10,10,Low,NA
6004,10,30,Low,NA
6005,10,25,Low,NA
6006,10,45,Low,NA
6007,10,16,Low,NA
6008,10,4,Low,NA
6009,10,NA,Low,NA
6010,5,5,Low,0.46
6011,5,13,Low,0.98
6012,5,56,Low,NA
6013,5,27,Low,NA
6014,5,34,Low,NA
6015,5,12,Low,NA
6016,17,NA,Low,NA
6017,17,NA,Low,NA
6018,17,5,Low,NA
6019,17,8,Low,NA
6020,8,5,Low,0.9
6021,8,7,Low,0.63
6022,8,50,Low,NA
6023,8,NA,Low,NA
6024,8,35,Low,NA
6025,8,20,Low,NA
6026,8,60,Low,NA
6027,8,5,Low,NA
6028,8,NA,Low,NA
6029,8,15,Low,NA
6030,15,23,Low,NA
6031,15,NA,Low,NA
6032,15,25,Low,NA
6033,15,10,Low,NA
6034,15,35,Low,NA
6035,15,30,Low,NA
6036,NA,50,Low,NA
6037,NA,NA,Low,NA
6038,NA,12,Low,NA
6039,NA,NA,Low,NA
6040,13,26,Low,2.87
6041,13,5,Low,2.13
6042,13,10,Low,NA
6043,13,10,Low,NA
6044,13,11,Low,NA
6045,13,12,Low,NA
6046,9,12,Low,NA
6047,9,6,Low,NA
